Code,Variety,Class,Trial,Collaborative,Location,Year,Yield,Test,Protein,Height,Lodging,Headingdate,Stripe
SWW10022,WB 1604,SWW,OWEYT,OR,Lexington,2018,52.2,60.2,NA,32,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Lexington,2018,52.2,60.4,NA,28.8,NA,NA,NA
SWW10024,XB 1104 (EXP),SWW,OWEYT,OR,Lexington,2018,54.9,61.9,NA,29.3,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Lexington,2018,55.6,59.8,NA,30,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Lexington,2018,59.5,61.2,NA,30.5,NA,NA,NA
SWW10027,SY Command (04PN066-7),SWW,OWEYT,OR,Lexington,2018,53.4,58.7,NA,30.8,NA,NA,NA
SWW10028,SY Dayton (09PN062#18),SWW,OWEYT,OR,Lexington,2018,51.6,60.2,NA,29.3,NA,NA,NA
SWW10029,SY Banks (09PN005#25),SWW,OWEYT,OR,Lexington,2018,46.4,58.3,NA,31.8,NA,NA,NA
SWW10030,SY Raptor (09PN046#16),SWW,OWEYT,OR,Lexington,2018,60.9,60,NA,31.3,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Lexington,2018,56.8,60,NA,31.8,NA,NA,NA
SWW10032,WA 8292,SWW,OWEYT,OR,Lexington,2018,54,60.3,NA,33,NA,NA,NA
SWW10033,WA 8293,SWW,OWEYT,OR,Lexington,2018,52.2,61,NA,33.3,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Lexington,2018,49.4,61.5,NA,31.5,NA,NA,NA
CW40002,ARS DH08X028-9C,Club,OWEYT,OR,Lexington,2018,50.8,57.9,NA,28,NA,NA,NA
SWW10034,YS-201,SWW,OWEYT,OR,Lexington,2018,50.6,60.5,NA,30.3,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Lexington,2018,51.4,60.8,NA,30,NA,NA,NA
SWW10036,OR2121086,SWW,OWEYT,OR,Lexington,2018,52.5,60.9,NA,33,NA,NA,NA
SWW10037,OR2121285,SWW,OWEYT,OR,Lexington,2018,48.3,60.6,NA,29.3,NA,NA,NA
SWW10038,OR2130081,SWW,OWEYT,OR,Lexington,2018,51.5,60.6,NA,31.3,NA,NA,NA
SWW10001,Stephens*,SWW,OWEYT,OR,Madras,2018,135.6,61.4,11.2,40,NA,NA,NA
SWW10002,Tubbs 06*,SWW,OWEYT,OR,Madras,2018,139.3,60.7,10.7,44.3,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Madras,2018,157.8,63.3,11.1,39,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Madras,2018,131.5,59.5,10.4,38.5,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Madras,2018,139,60.3,10.5,40.5,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Madras,2018,140.9,59.7,10.6,38.3,NA,NA,NA
SWW10007,Norwest Tandem (LOR 334),SWW,OWEYT,OR,Madras,2018,145.1,62.3,10.3,34.8,NA,NA,NA
SWW10008,Norwest Duet (LOR 092),SWW,OWEYT,OR,Madras,2018,114.5,59.1,12,47.3,NA,NA,NA
SWW10009,IDN 07-28017B,SWW,OWEYT,OR,Madras,2018,139.1,62.1,11.5,38.5,NA,NA,NA
SWW10010,IDO 1005,SWW,OWEYT,OR,Madras,2018,133.7,60.8,11.9,41.8,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Madras,2018,130.1,60.9,10.6,39.5,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Madras,2018,158.8,61.5,10.2,37,NA,NA,NA
SWW10013,LCS Drive (LWW12-7105),SWW,OWEYT,OR,Madras,2018,146.2,60.8,10.9,32.8,NA,NA,NA
SWW10014,LCS Hulk (LWW14-73163),SWW,OWEYT,OR,Madras,2018,136,62.4,11.7,39.3,NA,NA,NA
SWW10015,LCS Shark (LWW14-71195),SWW,OWEYT,OR,Madras,2018,131,61.2,11.2,37.3,NA,NA,NA
SWW10016,LWW14-74143,SWW,OWEYT,OR,Madras,2018,141.9,59.4,10,39,NA,NA,NA
SWW10017,LWW14-72916,SWW,OWEYT,OR,Madras,2018,140.1,62,10.9,34.5,NA,NA,NA
SWW10018,LCS Sonic (LWW14-73161),SWW,OWEYT,OR,Madras,2018,115.9,59.6,12,41.3,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Madras,2018,149.6,59.3,11.7,37.8,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Madras,2018,144,63.1,11.4,37.8,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Madras,2018,141.2,62.7,12,42,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Madras,2018,139.2,62.6,11.4,39,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Madras,2018,132.2,60.6,12.9,40.8,NA,NA,NA
SWW10024,XB 1104 (EXP),SWW,OWEYT,OR,Madras,2018,149.4,63.7,11.3,36.8,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Madras,2018,136.1,59.1,11.6,40.5,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Madras,2018,144.4,63.5,11.4,35.5,NA,NA,NA
SWW10027,SY Command (04PN066-7),SWW,OWEYT,OR,Madras,2018,128.6,57.7,11.7,39,NA,NA,NA
SWW10028,SY Dayton (09PN062#18),SWW,OWEYT,OR,Madras,2018,154.9,62.1,10.7,38,NA,NA,NA
SWW10029,SY Banks (09PN005#25),SWW,OWEYT,OR,Madras,2018,140.2,58.9,11.5,40.8,NA,NA,NA
SWW10030,SY Raptor (09PN046#16),SWW,OWEYT,OR,Madras,2018,164.1,61.8,10.1,36.8,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Madras,2018,135.3,61.7,11.9,42.5,NA,NA,NA
SWW10032,WA 8292,SWW,OWEYT,OR,Madras,2018,124.9,60.4,12.2,41.5,NA,NA,NA
SWW10033,WA 8293,SWW,OWEYT,OR,Madras,2018,132.4,59.8,12,41.5,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Madras,2018,140,63,12,41,NA,NA,NA
CW40002,ARS DH08X028-9C,Club,OWEYT,OR,Madras,2018,139.4,61.1,11.3,40.3,NA,NA,NA
SWW10034,YS-201,SWW,OWEYT,OR,Madras,2018,122.4,60.2,11.8,39.8,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Madras,2018,139.2,61.4,11.2,37,NA,NA,NA
SWW10036,OR2121086,SWW,OWEYT,OR,Madras,2018,138.9,60.3,11.5,41.8,NA,NA,NA
SWW10037,OR2121285,SWW,OWEYT,OR,Madras,2018,125.8,58.7,12.6,37.3,NA,NA,NA
SWW10038,OR2130081,SWW,OWEYT,OR,Madras,2018,135.2,60.7,11.2,43,NA,NA,NA
SWW10001,Stephens*,SWW,OWEYT,OR,North_Valley,2018,120.1,61.6,6.9,43,NA,NA,NA
SWW10002,Tubbs 06*,SWW,OWEYT,OR,North_Valley,2018,131.4,62.3,7,46.7,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,North_Valley,2018,125,62.1,6.9,40,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,North_Valley,2018,127.9,60.5,6.3,39.8,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,North_Valley,2018,137.2,60.6,6,41.7,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,North_Valley,2018,129.1,60.3,6.5,39.5,NA,NA,NA
SWW10007,Norwest Tandem (LOR 334),SWW,OWEYT,OR,North_Valley,2018,133.2,62,7.2,36.8,NA,NA,NA
SWW10008,Norwest Duet (LOR 092),SWW,OWEYT,OR,North_Valley,2018,119.1,62.7,6.6,46.3,NA,NA,NA
SWW10009,IDN 07-28017B,SWW,OWEYT,OR,North_Valley,2018,127.3,62.5,6.7,41.8,NA,NA,NA
SWW10010,IDO 1005,SWW,OWEYT,OR,North_Valley,2018,106.2,62.2,7.6,42,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,North_Valley,2018,124.1,59.8,6.5,42.5,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,North_Valley,2018,145.2,61.1,6.6,37.5,NA,NA,NA
SWW10013,LCS Drive (LWW12-7105),SWW,OWEYT,OR,North_Valley,2018,138.5,60.8,7,35,NA,NA,NA
SWW10014,LCS Hulk (LWW14-73163),SWW,OWEYT,OR,North_Valley,2018,120.6,63.7,6.8,40,NA,NA,NA
SWW10015,LCS Shark (LWW14-71195),SWW,OWEYT,OR,North_Valley,2018,127.8,60.5,7.5,40.3,NA,NA,NA
SWW10016,LWW14-74143,SWW,OWEYT,OR,North_Valley,2018,137.2,59.5,6,40.5,NA,NA,NA
SWW10017,LWW14-72916,SWW,OWEYT,OR,North_Valley,2018,143.3,61.5,6.5,36.5,NA,NA,NA
SWW10018,LCS Sonic (LWW14-73161),SWW,OWEYT,OR,North_Valley,2018,138.5,61.3,6.5,45.5,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,North_Valley,2018,143.1,60.2,6.6,39.5,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,North_Valley,2018,126.2,63.2,7.1,40.8,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,North_Valley,2018,113.9,62.9,6.8,45,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,North_Valley,2018,132.1,61.3,7,42.5,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,North_Valley,2018,123.5,62.5,7.2,41.8,NA,NA,NA
SWW10024,XB 1104 (EXP),SWW,OWEYT,OR,North_Valley,2018,129.5,63.3,7.3,36.8,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,North_Valley,2018,118.2,62.5,6.5,41.3,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,North_Valley,2018,128.8,61.6,6.9,41,NA,NA,NA
SWW10027,SY Command (04PN066-7),SWW,OWEYT,OR,North_Valley,2018,139.2,60.6,6.7,40.8,NA,NA,NA
SWW10028,SY Dayton (09PN062#18),SWW,OWEYT,OR,North_Valley,2018,132.2,62.5,7,39.5,NA,NA,NA
SWW10029,SY Banks (09PN005#25),SWW,OWEYT,OR,North_Valley,2018,118.4,62.4,6.7,43,NA,NA,NA
SWW10030,SY Raptor (09PN046#16),SWW,OWEYT,OR,North_Valley,2018,132.3,61.7,7.1,40.8,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,North_Valley,2018,130.3,62,7.4,42.3,NA,NA,NA
SWW10032,WA 8292,SWW,OWEYT,OR,North_Valley,2018,132.5,62.1,7.2,42.7,NA,NA,NA
SWW10033,WA 8293,SWW,OWEYT,OR,North_Valley,2018,129.3,62.9,7.1,44,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,North_Valley,2018,122.5,62.6,6.5,45.3,NA,NA,NA
CW40002,ARS DH08X028-9C,Club,OWEYT,OR,North_Valley,2018,115.3,62.5,7.2,45.5,NA,NA,NA
SWW10034,YS-201,SWW,OWEYT,OR,North_Valley,2018,121.6,62.3,7.4,44,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,North_Valley,2018,124.8,61.5,6.6,38,NA,NA,NA
SWW10036,OR2121086,SWW,OWEYT,OR,North_Valley,2018,133.4,62.5,7.1,42.5,NA,NA,NA
SWW10037,OR2121285,SWW,OWEYT,OR,North_Valley,2018,129.3,63.2,7.5,41,NA,NA,NA
SWW10038,OR2130081,SWW,OWEYT,OR,North_Valley,2018,129.1,61.4,7.1,47.5,NA,NA,NA
SWW10001,Stephens*,SWW,OWEYT,OR,Pendleton_CBARC,2018,109,60.8,10.8,36.8,NA,23-May,NA
SWW10002,Tubbs 06*,SWW,OWEYT,OR,Pendleton_CBARC,2018,99.4,59.3,10.4,43.3,NA,25-May,NA
SWW10003,Mary,SWW,OWEYT,OR,Pendleton_CBARC,2018,106,61.8,10.7,35.5,NA,22-May,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Pendleton_CBARC,2018,119.6,61.7,10.3,36.3,NA,22-May,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Pendleton_CBARC,2018,119.2,60.9,9.9,36.8,NA,26-May,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Pendleton_CBARC,2018,123.9,60,10,36.3,NA,26-May,NA
SWW10007,Norwest Tandem (LOR 334),SWW,OWEYT,OR,Pendleton_CBARC,2018,129.4,62.5,10.7,33.8,NA,20-May,NA
SWW10008,Norwest Duet (LOR 092),SWW,OWEYT,OR,Pendleton_CBARC,2018,124,62.4,10.4,43.3,NA,26-May,NA
SWW10009,IDN 07-28017B,SWW,OWEYT,OR,Pendleton_CBARC,2018,128.1,63.3,10.8,36.5,NA,21-May,NA
SWW10010,IDO 1005,SWW,OWEYT,OR,Pendleton_CBARC,2018,116,62.3,11.3,40.3,NA,26-May,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Pendleton_CBARC,2018,111.1,60.5,10.8,37,NA,23-May,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Pendleton_CBARC,2018,131.7,62.2,9.9,35.3,NA,20-May,NA
SWW10013,LCS Drive (LWW12-7105),SWW,OWEYT,OR,Pendleton_CBARC,2018,118.5,61,10.5,31.3,NA,18-May,NA
SWW10014,LCS Hulk (LWW14-73163),SWW,OWEYT,OR,Pendleton_CBARC,2018,123,63.4,11,37.7,NA,25-May,NA
SWW10015,LCS Shark (LWW14-71195),SWW,OWEYT,OR,Pendleton_CBARC,2018,127.6,62.2,10.2,36,NA,21-May,NA
SWW10016,LWW14-74143,SWW,OWEYT,OR,Pendleton_CBARC,2018,136.6,60.2,9.2,37.8,NA,21-May,NA
SWW10017,LWW14-72916,SWW,OWEYT,OR,Pendleton_CBARC,2018,122.5,62.4,10.2,32.3,NA,20-May,NA
SWW10018,LCS Sonic (LWW14-73161),SWW,OWEYT,OR,Pendleton_CBARC,2018,123.5,61.5,10.3,41,NA,24-May,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Pendleton_CBARC,2018,128.5,60.7,10.7,35.8,NA,25-May,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Pendleton_CBARC,2018,118.9,64.2,10.7,35.8,NA,24-May,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Pendleton_CBARC,2018,120.8,64.4,11.2,40.3,NA,24-May,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Pendleton_CBARC,2018,118.1,62.9,10.8,36,NA,22-May,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Pendleton_CBARC,2018,117,62.6,11.7,38,NA,26-May,NA
SWW10024,XB 1104 (EXP),SWW,OWEYT,OR,Pendleton_CBARC,2018,114.5,64.4,11,34.3,NA,17-May,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Pendleton_CBARC,2018,131.4,61.8,9.9,38,NA,24-May,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Pendleton_CBARC,2018,123.3,63.4,10.8,35.3,NA,19-May,NA
SWW10027,SY Command (04PN066-7),SWW,OWEYT,OR,Pendleton_CBARC,2018,120.3,60.8,10.5,37,NA,24-May,NA
SWW10028,SY Dayton (09PN062#18),SWW,OWEYT,OR,Pendleton_CBARC,2018,130.3,62.3,10.4,37,NA,23-May,NA
SWW10029,SY Banks (09PN005#25),SWW,OWEYT,OR,Pendleton_CBARC,2018,114.2,61.5,11.4,39.3,NA,26-May,NA
SWW10030,SY Raptor (09PN046#16),SWW,OWEYT,OR,Pendleton_CBARC,2018,126.5,61.2,10.7,36,NA,22-May,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Pendleton_CBARC,2018,121.1,62.5,11.6,40,NA,25-May,NA
SWW10032,WA 8292,SWW,OWEYT,OR,Pendleton_CBARC,2018,115.1,61.5,11.9,40.3,NA,28-May,NA
SWW10033,WA 8293,SWW,OWEYT,OR,Pendleton_CBARC,2018,122.3,62.5,10.6,41,NA,26-May,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Pendleton_CBARC,2018,127.9,63.4,11,40.3,NA,24-May,NA
CW40002,ARS DH08X028-9C,Club,OWEYT,OR,Pendleton_CBARC,2018,118.6,61.4,11.3,39.5,NA,26-May,NA
SWW10034,YS-201,SWW,OWEYT,OR,Pendleton_CBARC,2018,111.9,62,10.7,37.8,NA,23-May,NA
SWW10035,M-Press,SWW,OWEYT,OR,Pendleton_CBARC,2018,120.4,62.1,10.2,35.3,NA,25-May,NA
SWW10036,OR2121086,SWW,OWEYT,OR,Pendleton_CBARC,2018,122.3,62.2,10.9,39.3,NA,24-May,NA
SWW10037,OR2121285,SWW,OWEYT,OR,Pendleton_CBARC,2018,116.2,61.6,11.2,36.7,NA,24-May,NA
SWW10038,OR2130081,SWW,OWEYT,OR,Pendleton_CBARC,2018,118.5,61.7,11.1,42,NA,25-May,NA
SWW10001,Stephens*,SWW,OWEYT,OR,Pomeroy,2018,76.4,63.3,9.7,29.3,NA,NA,NA
SWW10002,Tubbs 06*,SWW,OWEYT,OR,Pomeroy,2018,94.4,63,9,34.3,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Pomeroy,2018,91.2,63.9,9.1,31.3,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Pomeroy,2018,88.7,61.9,8.6,28.5,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Pomeroy,2018,92.8,62.1,8.7,30.3,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Pomeroy,2018,94.2,60.9,8.6,30.8,NA,NA,NA
SWW10007,Norwest Tandem (LOR 334),SWW,OWEYT,OR,Pomeroy,2018,93,63.5,9,26.3,NA,NA,NA
SWW10008,Norwest Duet (LOR 092),SWW,OWEYT,OR,Pomeroy,2018,93.9,63.5,8.5,35.8,NA,NA,NA
SWW10009,IDN 07-28017B,SWW,OWEYT,OR,Pomeroy,2018,96.3,64.4,9,32.3,NA,NA,NA
SWW10010,IDO 1005,SWW,OWEYT,OR,Pomeroy,2018,72.3,63.8,10.6,31.8,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Pomeroy,2018,80.1,61.7,8.5,29.8,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Pomeroy,2018,106.7,62.7,8.6,29,NA,NA,NA
SWW10013,LCS Drive (LWW12-7105),SWW,OWEYT,OR,Pomeroy,2018,88.6,62.6,9.3,26.3,NA,NA,NA
SWW10014,LCS Hulk (LWW14-73163),SWW,OWEYT,OR,Pomeroy,2018,99.8,64.5,9,31.8,NA,NA,NA
SWW10015,LCS Shark (LWW14-71195),SWW,OWEYT,OR,Pomeroy,2018,92.7,62.4,8.9,29,NA,NA,NA
SWW10016,LWW14-74143,SWW,OWEYT,OR,Pomeroy,2018,115.7,60.2,7.8,31.8,NA,NA,NA
SWW10017,LWW14-72916,SWW,OWEYT,OR,Pomeroy,2018,82.3,62.7,7.7,26.5,NA,NA,NA
SWW10018,LCS Sonic (LWW14-73161),SWW,OWEYT,OR,Pomeroy,2018,96.8,62.4,8.4,34.3,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Pomeroy,2018,85.5,61.3,8.4,29.3,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Pomeroy,2018,83.3,64.8,9.3,29,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Pomeroy,2018,86.9,65.3,9.6,33.3,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Pomeroy,2018,88.8,63.7,9.3,30.8,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Pomeroy,2018,73.5,63.7,9.2,30,NA,NA,NA
SWW10024,XB 1104 (EXP),SWW,OWEYT,OR,Pomeroy,2018,79,65.2,9.6,27.5,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Pomeroy,2018,91.4,63.3,8.1,30.5,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Pomeroy,2018,88.6,63.9,8.9,30,NA,NA,NA
SWW10027,SY Command (04PN066-7),SWW,OWEYT,OR,Pomeroy,2018,83.4,62,8.6,30.3,NA,NA,NA
SWW10028,SY Dayton (09PN062#18),SWW,OWEYT,OR,Pomeroy,2018,97.4,63.2,8.9,29.3,NA,NA,NA
SWW10029,SY Banks (09PN005#25),SWW,OWEYT,OR,Pomeroy,2018,69.1,62.5,8.5,31.8,NA,NA,NA
SWW10030,SY Raptor (09PN046#16),SWW,OWEYT,OR,Pomeroy,2018,98.3,62.8,8.8,30.5,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Pomeroy,2018,89.1,64.2,9.6,31.3,NA,NA,NA
SWW10032,WA 8292,SWW,OWEYT,OR,Pomeroy,2018,96.5,64.3,9.8,33.8,NA,NA,NA
SWW10033,WA 8293,SWW,OWEYT,OR,Pomeroy,2018,92.3,63.3,9.3,32.3,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Pomeroy,2018,86.6,63.8,8.6,31.5,NA,NA,NA
CW40002,ARS DH08X028-9C,Club,OWEYT,OR,Pomeroy,2018,85.8,62.9,8.8,28.8,NA,NA,NA
SWW10034,YS-201,SWW,OWEYT,OR,Pomeroy,2018,78.7,63.7,9.5,31.8,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Pomeroy,2018,96.9,63,9,29.8,NA,NA,NA
SWW10036,OR2121086,SWW,OWEYT,OR,Pomeroy,2018,90.5,64,9.6,33.3,NA,NA,NA
SWW10037,OR2121285,SWW,OWEYT,OR,Pomeroy,2018,91.1,63.8,9.1,30.3,NA,NA,NA
SWW10038,OR2130081,SWW,OWEYT,OR,Pomeroy,2018,81.3,62.8,9.4,33.5,NA,NA,NA
SWW10001,Stephens*,SWW,OWEYT,OR,Condon,2018,52.95083,61.275,9.85,28,NA,NA,NA
SWW10002,Tubbs 06*,SWW,OWEYT,OR,Condon,2018,42.44558,61.15,10.05,27.75,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Condon,2018,48.11905,61.225,10.15,26,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Condon,2018,46.09596,61.425,9.875,24.5,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Condon,2018,50.18532,59.3,8.45,28,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Condon,2018,49.78668,58.8,8.5,26.5,NA,NA,NA
SWW10007,Norwest Tandem (LOR 334),SWW,OWEYT,OR,Condon,2018,52.82893,62.125,8.775,25.75,NA,NA,NA
SWW10008,Norwest Duet (LOR 092),SWW,OWEYT,OR,Condon,2018,51.97384,61.975,8.675,32.75,NA,NA,NA
SWW10009,IDN 07-28017B,SWW,OWEYT,OR,Condon,2018,49.52459,62.75,9.35,28.25,NA,NA,NA
SWW10010,IDO 1005,SWW,OWEYT,OR,Condon,2018,45.84472,62.3,9.4,29.5,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Condon,2018,49.55633,61.325,8.675,30,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Condon,2018,60.97039,61.55,7.875,26.25,NA,NA,NA
SWW10013,LCS Drive (LWW12-7105),SWW,OWEYT,OR,Condon,2018,54.50766,61.5,8.075,25,NA,NA,NA
SWW10014,LCS Hulk (LWW14-73163),SWW,OWEYT,OR,Condon,2018,52.35222,61.875,8.75,27.75,NA,NA,NA
SWW10015,LCS Shark (LWW14-71195),SWW,OWEYT,OR,Condon,2018,50.46609,62.1,8.875,27.25,NA,NA,NA
SWW10016,LWW14-74143,SWW,OWEYT,OR,Condon,2018,55.45795,59.85,8.175,26.25,NA,NA,NA
SWW10017,LWW14-72916,SWW,OWEYT,OR,Condon,2018,NA,NA,NA,NA,NA,NA,NA
SWW10018,LCS Sonic (LWW14-73161),SWW,OWEYT,OR,Condon,2018,53.56824,60.85,8.225,31.5,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Condon,2018,59.00044,59.275,8.875,27.75,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Condon,2018,44.87846,64.2,9.875,24.25,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Condon,2018,52.17263,64.1,8.925,31.75,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Condon,2018,48.74673,62.275,9.175,27,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Condon,2018,55.76589,61.575,9.45,28.5,NA,NA,NA
SWW10024,XB 1104 (EXP),SWW,OWEYT,OR,Condon,2018,54.48362,63.7,10.125,27.25,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Condon,2018,60.88914,61.175,8.95,28.5,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Condon,2018,56.62187,62.9,9.075,28,NA,NA,NA
SWW10027,SY Command (04PN066-7),SWW,OWEYT,OR,Condon,2018,52.11414,60.05,8.375,28.75,NA,NA,NA
SWW10028,SY Dayton (09PN062#18),SWW,OWEYT,OR,Condon,2018,50.66977,61.6,8.075,26.75,NA,NA,NA
SWW10029,SY Banks (09PN005#25),SWW,OWEYT,OR,Condon,2018,49.06746,59.625,9.15,29.25,NA,NA,NA
SWW10030,SY Raptor (09PN046#16),SWW,OWEYT,OR,Condon,2018,54.74613,61.95,8.825,27.75,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Condon,2018,42.54427,61.825,9.85,26.75,NA,NA,NA
SWW10032,WA 8292,SWW,OWEYT,OR,Condon,2018,46.1986,61.75,10.8,27.75,NA,NA,NA
SWW10033,WA 8293,SWW,OWEYT,OR,Condon,2018,50.64848,61.125,9.475,29.25,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Condon,2018,46.86177,63.325,9.1,26.75,NA,NA,NA
CW40002,ARS DH08X028-9C,Club,OWEYT,OR,Condon,2018,52.74861,61.075,8.225,25,NA,NA,NA
SWW10034,YS-201,SWW,OWEYT,OR,Condon,2018,46.72786,61.45,9.275,27.75,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Condon,2018,46.69119,61.3,8.75,26.5,NA,NA,NA
SWW10036,OR2121086,SWW,OWEYT,OR,Condon,2018,47.98305,62.25,9.675,29,NA,NA,NA
SWW10037,OR2121285,SWW,OWEYT,OR,Condon,2018,44.42129,62.325,10.2,24.5,NA,NA,NA
SWW10038,OR2130081,SWW,OWEYT,OR,Condon,2018,52.23633,61.875,10.075,30,NA,NA,NA
SWW10001,Stephens*,SWW,OWEYT,OR,Moro_Station,2018,42.54769,56.25,13.15,31.5,NA,NA,NA
SWW10002,Tubbs 06*,SWW,OWEYT,OR,Moro_Station,2018,36.95299,55.275,12.775,34.5,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Moro_Station,2018,45.9639,56.65,12.875,29.75,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Moro_Station,2018,52.93731,57.3,11.475,31,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Moro_Station,2018,54.12342,55.675,11.975,31.5,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Moro_Station,2018,43.43925,54.675,12.725,30.5,NA,NA,NA
SWW10007,Norwest Tandem (LOR 334),SWW,OWEYT,OR,Moro_Station,2018,52.97503,56.85,12.325,28.25,NA,NA,NA
